Grade,Location,Classroom,Starting_Year,Si No
M2,HSR Layout,6,2019,446
M2,Somasandrapalya,6,2019,447
M2,HSR Layout,6,2019,380
M2,Sarjapurroad,6,2019,448
M3,Bommanahalli,6,2019,449
M3,HSR Layout,6,2019,255
M3,Sarjapurroad,6,2019,364
M3,HSR Layout,6,2019,366
M3,HSR Layout,6,2019,367
M3,HSR Layout,6,2019,368
M3,Iblur Juncton,6,2019,378
M3,Managamana Palya,6,2019,379
M1,Sarjapurroad,6,2019,497
M3,Harlur,6,2019,498
M3,HSR Layout,6,2019,499
M1,Sarjapurroad,6,2019,500
M1,HSR Layout,6,2019,501
M2,Harlur,6,2019,502
M1,Kaikondnahalli,6,2019,503
M0,Bommanahalli,6,2019,504
M0,HSR Layout,6,2019,505
M2,Bommanahalli,6,2019,506
M1,Sarjapurroad,6,2019,507
